latitude,longitude,presence,bio1,bio2,bio3,bio4,bio12
59.9873605112,7.087360362799998,true,-17,58,239,6461,1695
59.829027178500006,7.095693696099999,true,-5,59,240,6487,1386
59.037360515,7.112360362699999,true,15,59,246,6265,1769
59.0790271815,7.112360362699999,true,11,59,246,6282,1626
59.829027178500006,7.112360362699999,true,-6,59,240,6491,1386
59.84569384510001,7.112360362699999,true,3,59,239,6526,1163
59.637360512600004,7.120693695999998,true,-9,59,243,6462,1550
59.0290271817,7.129027029299999,true,18,59,246,6279,1582
59.820693845200005,7.129027029299999,true,11,59,239,6561,1078
59.820693845200005,7.137360362599998,true,10,59,239,6562,1059
58.6623605165,7.145693695899999,true,26,54,240,5946,2156
58.8956938489,7.145693695899999,true,26,58,245,6196,1619
59.054027181600006,7.145693695899999,true,18,59,246,6310,1361
59.8956938449,7.145693695899999,true,-22,59,241,6461,1637
58.74569384950001,7.154027029199998,true,22,56,243,6031,1976
58.9373605154,7.154027029199998,true,26,59,245,6239,1411
59.054027181600006,7.154027029199998,true,18,60,246,6315,1380
59.70402717900001,7.154027029199998,true,8,59,241,6547,1181
59.829027178500006,7.154027029199998,true,12,59,238,6580,955
59.8040271786,7.1623603624999985,true,4,59,239,6554,1140
59.8123605119,7.1623603624999985,true,1,59,240,6541,1105
59.829027178500006,7.1623603624999985,true,12,59,238,6585,955
58.770693849400004,7.170693695799998,true,20,56,243,6066,1938
58.78736051600001,7.170693695799998,true,21,57,244,6080,1816
59.829027178500006,7.170693695799998,true,11,59,238,6587,1020
58.7623605161,7.1790270290999985,true,20,56,243,6058,2025
58.779027182700005,7.1790270290999985,true,21,57,243,6081,1855
59.420693846800006,7.1790270290999985,true,1,60,245,6475,1324
59.279027180700005,7.187360362399999,true,12,61,245,6466,1201
59.412360513500005,7.187360362399999,true,1,60,245,6482,1287
59.7123605123,7.187360362399999,true,-5,60,242,6524,1530
58.69569384970001,7.195693695699998,true,28,55,241,6019,1692
58.687360516400005,7.204027028999999,true,28,55,241,6014,1787
58.779027182700005,7.204027028999999,true,18,57,244,6086,1951
58.812360515900004,7.204027028999999,true,21,57,244,6127,1768
59.3956938469,7.204027028999999,true,4,61,245,6497,1265
59.679027179100004,7.204027028999999,true,7,60,241,6575,1122
58.70402718300001,7.212360362299998,true,29,56,241,6038,1694
58.7123605163,7.212360362299998,true,27,56,242,6041,1775
58.729027182900005,7.212360362299998,true,24,56,242,6055,1796
59.0706938482,7.212360362299998,true,16,60,246,6355,1410
59.962360511300005,7.212360362299998,true,-5,59,238,6563,1046
58.679027183100004,7.220693695599999,true,32,55,240,6025,1576
58.69569384970001,7.220693695599999,true,29,55,241,6035,1615
59.20402718100001,7.220693695599999,true,0,61,247,6400,1486
59.279027180700005,7.220693695599999,true,-3,61,247,6428,1567
58.6623605165,7.229027028899998,true,26,55,240,5994,1929
58.7540271828,7.229027028899998,true,21,57,243,6081,1752
58.87902718230001,7.229027028899998,true,17,58,246,6196,1847
59.6706938458,7.229027028899998,true,6,60,241,6581,1140
59.8040271786,7.229027028899998,true,12,59,239,6619,1118
59.8123605119,7.229027028899998,true,7,59,239,6601,1298
58.8040271826,7.237360362199999,true,21,57,244,6138,1717
59.70402717900001,7.237360362199999,true,5,60,241,6585,1201
58.7123605163,7.245693695499998,true,30,56,241,6072,1523
59.595693846100005,7.245693695499998,true,3,60,243,6567,1456
59.637360512600004,7.245693695499998,true,7,60,242,6589,1084
59.65402717920001,7.245693695499998,true,7,60,241,6593,1077
59.7123605123,7.245693695499998,true,0,60,241,6576,1333
58.69569384970001,7.254027028799999,true,29,56,241,6054,1592
58.7206938496,7.254027028799999,true,27,56,242,6074,1621
58.870693849000006,7.254027028799999,true,22,58,245,6218,1567
58.87902718230001,7.254027028799999,true,20,59,246,6217,1659
59.0290271817,7.254027028799999,true,14,60,247,6338,1486
59.037360515,7.254027028799999,true,13,60,247,6344,1565
59.3040271806,7.254027028799999,true,22,61,244,6553,1121
59.512360513100006,7.254027028799999,true,-6,61,245,6526,1478
58.679027183100004,7.262360362099998,true,35,55,240,6057,1447
58.69569384970001,7.262360362099998,true,31,56,241,6067,1593
58.7123605163,7.262360362099998,true,28,56,241,6073,1748
59.15402718120001,7.262360362099998,true,7,61,247,6416,1543
59.279027180700005,7.262360362099998,true,13,61,246,6509,1218
59.695693845700006,7.262360362099998,true,2,60,241,6588,1264
58.70402718300001,7.2706936953999985,true,27,56,241,6066,1809
58.737360516200006,7.2706936953999985,true,24,57,243,6093,1734
58.7540271828,7.2706936953999985,true,25,57,243,6115,1617
58.870693849000006,7.2706936953999985,true,18,59,246,6213,1775
58.92902718210001,7.2706936953999985,true,19,59,246,6274,1616
59.179027181100004,7.2706936953999985,true,11,61,247,6450,1243
58.7123605163,7.279027028699998,true,26,56,242,6076,1862
58.74569384950001,7.279027028699998,true,25,57,243,6108,1757
58.7206938496,7.2873603619999985,true,27,56,242,6090,1717
58.820693849200005,7.2873603619999985,true,20,58,245,6178,1588
58.829027182500006,7.2873603619999985,true,20,58,245,6185,1600
59.279027180700005,7.295693695299998,true,26,61,244,6574,1027
59.620693846,7.295693695299998,true,1,61,242,6592,1134
59.770693845400004,7.295693695299998,true,13,60,239,6657,908
58.912360515500005,7.304027028599998,true,24,59,246,6289,1330
59.695693845700006,7.304027028599998,true,-2,60,242,6594,1368
60.38736050960001,7.304027028599998,true,3,58,232,6694,1005
58.812360515900004,7.312360361899998,true,24,58,245,6192,1657
59.7206938456,7.320693695199998,true,4,60,241,6632,1068
59.729027178900004,7.320693695199998,true,0,60,241,6617,1119
58.920693848800006,7.329027028499999,true,15,60,247,6283,1732
59.1706938478,7.329027028499999,true,6,61,247,6456,1380
59.637360512600004,7.337360361799998,true,3,61,242,6622,1165
59.0790271815,7.345693695099999,true,21,61,247,6449,1160
58.79569384930001,7.354027028399998,true,35,58,243,6232,1320
58.812360515900004,7.362360361699999,true,30,58,244,6237,1372
59.5290271797,7.362360361699999,true,24,61,242,6691,837
59.687360512400005,7.362360361699999,true,4,61,241,6645,1121
58.904027182200004,7.387360361599998,true,21,60,246,6313,1396
59.5290271797,7.387360361599998,true,18,61,242,6684,1038
59.545693846300004,7.3956936948999985,true,5,61,243,6641,1253
61.3123605059,7.3956936948999985,true,2,56,223,6869,1162
58.87902718230001,7.404027028199998,true,20,59,246,6293,1685
61.320693839200004,7.412360361499998,true,2,56,223,6874,1092
58.9373605154,7.420693694799998,true,21,60,246,6362,1263
59.6706938458,7.420693694799998,true,0,61,242,6653,1201
58.8956938489,7.429027028099998,true,19,60,246,6317,1460
59.37902718030001,7.429027028099998,true,9,62,245,6623,1208
59.537360513,7.429027028099998,true,6,61,243,6657,1208
59.695693845700006,7.437360361399998,true,2,61,241,6671,1016
62.02069383640001,7.445693694699998,true,8,54,224,6509,910
59.57069384620001,7.454027027999999,true,3,61,243,6662,1195
59.604027179400006,7.454027027999999,true,7,61,242,6687,1112
59.687360512400005,7.454027027999999,true,9,61,241,6702,975
61.3623605057,7.454027027999999,true,-8,56,223,6855,1140
59.56236051290001,7.462360361299998,true,4,62,243,6668,1153
59.38736051360001,7.470693694599999,true,-7,62,247,6583,1372
59.595693846100005,7.470693694599999,true,5,61,243,6680,1112
61.329027172500005,7.470693694599999,true,7,56,222,6915,857
59.4873605132,7.479027027899998,true,5,62,244,6657,1228
59.52069384640001,7.479027027899998,true,0,62,244,6648,1223
61.820693837200004,7.479027027899998,true,-4,55,224,6686,796
59.587360512800004,7.495693694499998,true,0,62,243,6669,1171
59.595693846100005,7.495693694499998,true,0,61,243,6669,1167
59.620693846,7.495693694499998,true,4,61,242,6689,1107
59.5790271795,7.5040270277999985,true,-5,62,244,6652,1209
61.38736050560001,7.5040270277999985,true,-12,56,223,6857,1080
59.329027180500006,7.512360361099998,true,20,62,245,6672,1052
59.587360512800004,7.512360361099998,true,-5,62,244,6655,1190
59.66236051250001,7.512360361099998,true,15,61,240,6743,946
59.29569384730001,7.5206936943999985,true,21,62,245,6665,1160
59.587360512800004,7.5206936943999985,true,-7,62,244,6649,1176
59.595693846100005,7.5206936943999985,true,-3,62,243,6664,1135
59.66236051250001,7.5206936943999985,true,15,61,240,6747,894
59.37902718030001,7.529027027699998,true,-3,62,247,6610,1310
59.65402717920001,7.529027027699998,true,15,61,241,6746,826
59.15402718120001,7.554027027599998,true,23,62,246,6594,1228
59.362360513700004,7.554027027599998,true,-1,62,247,6618,1271
59.454027180000004,7.554027027599998,true,-2,62,246,6645,1129
59.495693846500004,7.562360360899998,true,-6,62,245,6645,1234
59.454027180000004,7.570693694199998,true,3,62,245,6670,986
59.454027180000004,7.579027027499998,true,1,62,245,6667,1048
61.42902717210001,7.579027027499998,true,-8,56,222,6894,785
59.179027181100004,7.587360360799998,true,9,62,248,6569,1309
59.15402718120001,7.595693694099999,true,21,62,247,6596,1251
59.462360513300005,7.595693694099999,true,-7,62,246,6638,1246
59.47902717990001,7.595693694099999,true,-10,62,246,6632,1249
59.19569384770001,7.604027027399998,true,3,62,248,6556,1378
59.65402717920001,7.604027027399998,true,2,62,242,6715,1082
59.679027179100004,7.604027027399998,true,12,61,240,6759,924
61.454027172,7.604027027399998,true,-11,56,222,6891,902
59.66236051250001,7.6123603606999986,true,0,62,242,6713,1101
61.095693840100004,7.6123603606999986,true,-4,57,223,6907,761
61.44569383870001,7.620693693999998,true,-17,56,222,6879,994
62.379027168300006,7.620693693999998,true,16,50,222,6156,1211
59.462360513300005,7.6290270272999985,true,-15,62,247,6614,1301
61.095693840100004,7.6290270272999985,true,-9,57,223,6892,825
61.98736050320001,7.6290270272999985,true,1,55,224,6646,687
59.1623605145,7.637360360599998,true,3,62,248,6547,1383
61.16236050650001,7.637360360599998,true,3,57,222,6947,559
62.379027168300006,7.645693693899998,true,12,50,222,6166,1165
59.5790271795,7.654027027199998,true,-4,62,244,6690,982
61.095693840100004,7.670693693799998,true,-11,57,223,6897,817
61.137360506600004,7.670693693799998,true,-13,57,223,6893,689
61.462360505300005,7.670693693799998,true,-1,56,220,6950,640
62.504027167800004,7.670693693799998,true,64,48,219,6050,940
61.137360506600004,7.679027027099998,true,-13,57,223,6897,648
62.36236050170001,7.679027027099998,true,8,51,223,6211,1080
62.379027168300006,7.695693693699998,true,-19,50,224,6149,1480
61.145693839900005,7.704027026999998,true,-10,57,222,6917,623
61.454027172,7.704027026999998,true,-12,56,221,6923,680
61.370693839000005,7.712360360299998,true,10,56,219,7011,566
61.97902716990001,7.712360360299998,true,-14,55,224,6660,705
61.412360505500004,7.745693693499998,true,-14,56,221,6936,914
61.470693838600006,7.745693693499998,true,-16,56,221,6920,815
61.48736050520001,7.745693693499998,true,2,56,220,6984,594
61.15402717320001,7.7540270267999984,true,-2,57,221,6964,554
61.370693839000005,7.7540270267999984,true,-1,56,220,6986,826
62.287360502000006,7.762360360099998,true,-16,52,224,6337,1113
62.279027168700004,7.770693693399998,true,-7,53,224,6370,983
61.0873605068,7.779027026699998,true,-10,57,222,6925,768
61.11236050670001,7.779027026699998,true,-16,57,223,6909,808
61.12902717330001,7.779027026699998,true,-11,57,222,6931,632
62.287360502000006,7.779027026699998,true,-7,52,224,6363,1120
61.3623605057,7.787360359999998,true,-4,56,220,6982,875
61.81236050390001,7.787360359999998,true,-25,56,223,6788,845
61.38736050560001,7.795693693299998,true,-17,56,221,6943,948
62.329027168500005,7.795693693299998,true,-24,52,225,6281,1238
61.095693840100004,7.804027026599998,true,-7,57,222,6945,777
61.16236050650001,7.804027026599998,true,-11,57,222,6944,729
61.33736050580001,7.804027026599998,true,-10,57,220,6968,923
61.26236050610001,7.812360359899998,true,-2,57,220,6995,771
61.870693837000005,7.812360359899998,true,-7,56,222,6815,667
62.07069383620001,7.812360359899998,true,1,55,223,6668,576
62.279027168700004,7.812360359899998,true,-3,53,224,6405,938
58.995693848500004,7.820693693199998,true,21,61,246,6502,1395
61.095693840100004,7.820693693199998,true,-14,57,222,6924,798
62.02902716970001,7.820693693199998,true,-5,55,223,6698,865
62.320693835200004,7.820693693199998,true,-18,52,225,6318,1200
61.512360505100006,7.829027026499998,true,-12,56,220,6958,797
61.16236050650001,7.837360359799998,true,-15,57,222,6937,777
61.24569383950001,7.837360359799998,true,-9,57,221,6973,686
62.0456938363,7.837360359799998,true,-2,55,223,6697,759
62.095693836100004,7.837360359799998,true,-12,55,224,6620,819
62.0456938363,7.845693693099998,true,-14,55,224,6671,880
62.095693836100004,7.870693692999998,true,-20,55,225,6618,804
62.26236050210001,7.879027026299998,true,-7,53,224,6460,935
61.11236050670001,7.887360359599998,true,-12,57,222,6949,804
62.47902716790001,7.887360359599998,true,4,50,223,6158,1264
61.554027171600005,7.904027026199998,true,-20,56,221,6945,735
62.20402716900001,7.920693692799998,true,-16,54,225,6536,643
62.30402716860001,7.920693692799998,true,-12,53,225,6415,836
62.21236050230001,7.937360359399998,true,-9,54,224,6551,630
62.22069383560001,7.937360359399998,true,-7,54,224,6543,662
61.229027172900004,7.945693692699998,true,-22,57,221,6944,723
62.25402716880001,7.945693692699998,true,-7,54,224,6508,863
60.62069384200001,7.954027025999998,true,-4,58,228,6862,606
62.329027168500005,7.954027025999998,true,-12,53,224,6401,903
62.229027168900004,7.962360359299998,true,-12,54,224,6540,709
61.11236050670001,7.979027025899998,true,-21,57,222,6932,774
62.26236050210001,7.995693692499998,true,19,54,223,6588,529
62.03736050300001,8.004027025799997,true,-27,56,224,6718,763
62.1373605026,8.029027025699998,true,-29,55,225,6628,657
62.229027168900004,8.037360358999997,true,-9,54,224,6582,689
60.329027176500006,8.045693692299999,true,-1,59,231,6831,728
62.02069383640001,8.062360358899998,true,-27,56,224,6755,704
62.44569383470001,8.062360358899998,true,-11,52,224,6291,1028
61.879027170300006,8.070693692199997,true,-8,56,221,6915,418
62.16236050250001,8.079027025499999,true,-18,55,225,6655,507
62.29569383530001,8.079027025499999,true,-1,54,224,6538,700
62.17069383580001,8.087360358799998,true,-21,55,225,6641,531
61.99569383650001,8.095693692099998,true,-15,56,223,6820,587
62.337360501800006,8.104027025399997,true,4,54,224,6508,924
61.004027173800004,8.112360358699998,true,-5,57,222,6993,518
62.16236050250001,8.112360358699998,true,-13,55,224,6683,489
62.17069383580001,8.112360358699998,true,-17,55,224,6666,494
62.17902716910001,8.112360358699998,true,-13,55,224,6664,490
62.195693835700006,8.112360358699998,true,-10,55,224,6656,507
62.44569383470001,8.112360358699998,true,-2,52,224,6337,760
61.1790271731,8.120693691999998,true,6,57,219,7077,554
62.004027169800004,8.120693691999998,true,-14,56,223,6826,525
62.02902716970001,8.129027025299997,true,-27,56,224,6772,613
62.02069383640001,8.137360358599999,true,-19,56,224,6806,537
62.44569383470001,8.137360358599999,true,-5,52,224,6339,846
62.44569383470001,8.145693691899998,true,-4,52,224,6351,791
60.97902717390001,8.154027025199998,true,-1,57,222,7000,481
62.17902716910001,8.154027025199998,true,-18,55,225,6667,610
61.787360504000006,8.170693691799999,true,-21,57,221,6945,437
62.429027168100006,8.170693691799999,true,-5,53,224,6383,723
62.45402716800001,8.170693691799999,true,-6,52,224,6342,755
62.145693835900005,8.179027025099998,true,-31,56,225,6678,631
62.195693835700006,8.179027025099998,true,-10,55,224,6685,497
62.420693834800005,8.179027025099998,true,-7,53,224,6399,713
62.44569383470001,8.179027025099998,true,-3,52,224,6369,751
62.12902716930001,8.187360358399998,true,-22,56,225,6718,477
62.43736050140001,8.204027024999998,true,-13,53,225,6369,893
62.412360501500004,8.212360358299998,true,-21,53,226,6393,893
62.412360501500004,8.220693691599998,true,-23,53,226,6390,860
62.47902716790001,8.220693691599998,true,-2,52,224,6339,1158
62.40402716820001,8.229027024899997,true,-22,53,226,6409,808
62.462360501300005,8.237360358199998,true,38,53,222,6457,791
62.370693835000004,8.245693691499998,true,-11,54,225,6491,676
62.379027168300006,8.254027024799997,true,-18,54,225,6465,789
62.320693835200004,8.262360358099999,true,-14,54,225,6555,841
62.35402716840001,8.262360358099999,true,-24,54,226,6489,832
62.40402716820001,8.262360358099999,true,-6,53,225,6461,670
59.78736051200001,8.270693691399998,true,10,62,240,6804,763
62.02069383640001,8.270693691399998,true,-21,57,224,6843,459
62.34569383510001,8.270693691399998,true,-27,54,226,6495,962
62.412360501500004,8.270693691399998,true,-5,53,225,6454,665
62.420693834800005,8.270693691399998,true,3,53,224,6460,653
62.470693834600006,8.270693691399998,true,8,53,224,6392,1057
62.30402716860001,8.279027024699998,true,-11,55,225,6590,796
62.379027168300006,8.279027024699998,true,6,54,224,6532,606
61.012360507100006,8.287360357999997,true,-14,57,223,6970,634
62.36236050170001,8.287360357999997,true,-23,54,226,6489,861
62.420693834800005,8.287360357999997,true,12,53,224,6487,611
61.145693839900005,8.295693691299999,true,-13,57,221,7017,604
61.52902717170001,8.295693691299999,true,-34,57,221,6983,697
62.40402716820001,8.295693691299999,true,7,54,224,6504,615
62.02902716970001,8.304027024599998,true,-19,57,223,6851,427
62.370693835000004,8.312360357899998,true,-17,54,226,6502,732
62.39569383490001,8.312360357899998,true,-8,54,225,6488,719
62.02069383640001,8.329027024499998,true,-20,57,223,6863,434
62.39569383490001,8.329027024499998,true,0,54,225,6515,629
62.45402716800001,8.329027024499998,true,-11,53,225,6403,1139
62.0456938363,8.354027024399997,true,-4,57,222,6903,329
62.38736050160001,8.354027024399997,true,1,54,225,6536,632
62.462360501300005,8.354027024399997,true,-15,53,226,6391,1138
59.8040271786,8.362360357699998,true,5,62,240,6787,817
62.53736050100001,8.362360357699998,true,1,52,225,6311,811
61.94569383670001,8.370693690999998,true,-15,57,222,6934,487
61.99569383650001,8.370693690999998,true,-17,57,223,6898,460
62.379027168300006,8.370693690999998,true,-20,54,226,6507,888
62.470693834600006,8.379027024299997,true,-2,53,225,6419,788
62.47902716790001,8.379027024299997,true,-5,53,225,6404,868
61.98736050320001,8.387360357599997,true,-18,57,223,6906,494
62.412360501500004,8.387360357599997,true,13,54,224,6547,781
62.420693834800005,8.387360357599997,true,-2,54,225,6494,968
62.47902716790001,8.387360357599997,true,-9,53,225,6389,985
62.504027167800004,8.387360357599997,true,-22,53,226,6326,1278
62.004027169800004,8.395693690899998,true,-24,57,224,6879,487
62.412360501500004,8.404027024199998,true,11,54,224,6549,791
62.195693835700006,8.412360357499997,true,-10,56,224,6763,433
62.462360501300005,8.412360357499997,true,1,53,225,6452,751
62.337360501800006,8.420693690799999,true,-16,55,226,6589,648
61.779027170700004,8.429027024099998,true,29,57,217,7181,322
62.02069383640001,8.429027024099998,true,-21,57,223,6885,465
62.44569383470001,8.429027024099998,true,-12,54,226,6454,815
62.470693834600006,8.429027024099998,true,-1,53,225,6438,769
62.47902716790001,8.429027024099998,true,-3,53,225,6424,799
62.48736050120001,8.437360357399998,true,2,53,225,6425,753
62.337360501800006,8.445693690699997,true,-13,55,226,6604,619
62.34569383510001,8.445693690699997,true,-18,55,226,6581,706
62.370693835000004,8.445693690699997,true,-17,55,226,6548,650
62.40402716820001,8.445693690699997,true,14,54,224,6579,705
62.44569383470001,8.445693690699997,true,4,54,225,6495,688
62.45402716800001,8.445693690699997,true,6,54,225,6489,672
62.52902716770001,8.445693690699997,true,9,53,225,6379,774
62.40402716820001,8.454027023999998,true,12,54,224,6581,713
62.43736050140001,8.454027023999998,true,5,54,225,6513,676
62.52069383440001,8.462360357299998,true,15,53,225,6410,714
62.337360501800006,8.470693690599997,true,-13,55,226,6615,619
62.40402716820001,8.470693690599997,true,13,54,224,6586,666
62.420693834800005,8.470693690599997,true,4,54,225,6543,724
