latitude,longitude,presence,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
42.36236058170001,8.879027022300003,true,92.0,38.0,206.0,5080.0,193.0,10.0,183.0,49.0,158.0,169.0,28.0,979.0,138.0,18.0,43.0,386.0,75.0,92.0,309.0
42.47902724790001,8.879027022300003,true,87.0,35.0,194.0,5059.0,186.0,7.0,180.0,77.0,153.0,164.0,24.0,1032.0,150.0,16.0,44.0,411.0,75.0,90.0,319.0
42.070693916200014,8.887360355600004,true,119.0,43.0,225.0,5150.0,225.0,34.0,191.0,75.0,186.0,197.0,55.0,1089.0,159.0,19.0,48.0,455.0,73.0,87.0,356.0
42.14569391590001,8.887360355600004,true,83.0,42.0,224.0,5093.0,188.0,0.0,188.0,73.0,150.0,160.0,20.0,1258.0,185.0,21.0,48.0,520.0,84.0,95.0,391.0
42.15402724920001,8.887360355600004,true,92.0,42.0,223.0,5105.0,197.0,9.0,188.0,49.0,159.0,170.0,29.0,1180.0,175.0,19.0,48.0,491.0,77.0,89.0,375.0
42.27902724870001,8.887360355600004,true,76.0,40.0,215.0,5075.0,179.0,-6.0,185.0,65.0,142.0,153.0,13.0,1067.0,156.0,17.0,48.0,444.0,73.0,79.0,311.0
42.28736058200001,8.887360355600004,true,76.0,40.0,214.0,5069.0,178.0,-7.0,185.0,65.0,142.0,153.0,12.0,994.0,147.0,15.0,48.0,419.0,66.0,71.0,288.0
42.295693915300006,8.887360355600004,true,84.0,39.0,213.0,5082.0,187.0,2.0,185.0,74.0,151.0,161.0,21.0,905.0,135.0,14.0,49.0,384.0,60.0,64.0,263.0
42.30402724860001,8.887360355600004,true,86.0,39.0,212.0,5081.0,188.0,3.0,185.0,75.0,152.0,163.0,22.0,877.0,129.0,13.0,48.0,369.0,57.0,65.0,254.0
42.31236058190001,8.887360355600004,true,70.0,39.0,212.0,5059.0,172.0,-12.0,184.0,60.0,136.0,147.0,7.0,962.0,140.0,15.0,47.0,402.0,65.0,73.0,277.0
42.32902724850001,8.887360355600004,true,53.0,39.0,211.0,5031.0,154.0,-28.0,183.0,43.0,118.0,129.0,-10.0,1056.0,156.0,16.0,48.0,441.0,70.0,78.0,321.0
42.42069391480001,8.887360355600004,true,66.0,36.0,202.0,5039.0,166.0,-15.0,181.0,56.0,131.0,142.0,3.0,1001.0,142.0,16.0,44.0,392.0,72.0,86.0,308.0
42.46236058130001,8.887360355600004,true,96.0,35.0,196.0,5077.0,196.0,15.0,181.0,85.0,162.0,173.0,33.0,1001.0,141.0,17.0,42.0,392.0,78.0,91.0,300.0
42.47069391460001,8.887360355600004,true,77.0,35.0,195.0,5048.0,176.0,-4.0,180.0,66.0,142.0,153.0,14.0,1029.0,147.0,17.0,43.0,406.0,77.0,89.0,316.0
42.070693916200014,8.895693688900003,true,113.0,43.0,226.0,5142.0,219.0,29.0,191.0,70.0,180.0,191.0,49.0,1081.0,158.0,18.0,48.0,452.0,71.0,84.0,350.0
42.14569391590001,8.895693688900003,true,79.0,42.0,224.0,5089.0,184.0,-4.0,188.0,37.0,146.0,156.0,16.0,1240.0,183.0,20.0,48.0,515.0,81.0,92.0,389.0
42.15402724920001,8.895693688900003,true,104.0,42.0,223.0,5128.0,209.0,20.0,189.0,61.0,171.0,182.0,40.0,1100.0,163.0,17.0,49.0,457.0,69.0,81.0,355.0
42.16236058250001,8.895693688900003,true,126.0,42.0,221.0,5158.0,232.0,42.0,190.0,82.0,194.0,204.0,62.0,914.0,135.0,15.0,48.0,379.0,59.0,69.0,295.0
42.26236058210001,8.895693688900003,true,76.0,40.0,217.0,5076.0,179.0,-7.0,186.0,34.0,142.0,153.0,13.0,1112.0,160.0,19.0,46.0,456.0,79.0,87.0,329.0
42.27069391540001,8.895693688900003,true,85.0,40.0,215.0,5089.0,188.0,2.0,186.0,42.0,151.0,162.0,21.0,1038.0,151.0,17.0,47.0,431.0,72.0,79.0,304.0
42.27902724870001,8.895693688900003,true,88.0,40.0,215.0,5091.0,191.0,6.0,186.0,46.0,155.0,166.0,25.0,970.0,143.0,15.0,48.0,409.0,65.0,69.0,283.0
42.28736058200001,8.895693688900003,true,81.0,40.0,214.0,5082.0,184.0,-1.0,185.0,70.0,147.0,158.0,18.0,922.0,137.0,14.0,49.0,390.0,61.0,64.0,270.0
42.295693915300006,8.895693688900003,true,90.0,39.0,213.0,5094.0,193.0,8.0,185.0,80.0,157.0,168.0,27.0,863.0,129.0,13.0,49.0,367.0,56.0,61.0,254.0
42.30402724860001,8.895693688900003,true,88.0,39.0,212.0,5090.0,191.0,6.0,185.0,77.0,154.0,165.0,24.0,871.0,129.0,13.0,48.0,369.0,57.0,63.0,250.0
42.31236058190001,8.895693688900003,true,68.0,39.0,213.0,5058.0,170.0,-14.0,184.0,57.0,133.0,144.0,5.0,971.0,143.0,15.0,48.0,411.0,66.0,71.0,278.0
42.32902724850001,8.895693688900003,true,58.0,39.0,211.0,5042.0,160.0,-24.0,183.0,48.0,124.0,135.0,-5.0,974.0,146.0,14.0,49.0,412.0,62.0,70.0,297.0
42.33736058180001,8.895693688900003,true,71.0,39.0,210.0,5060.0,173.0,-11.0,184.0,61.0,137.0,148.0,8.0,897.0,134.0,14.0,49.0,378.0,59.0,68.0,273.0
42.34569391510001,8.895693688900003,true,66.0,38.0,210.0,5051.0,167.0,-16.0,183.0,56.0,132.0,143.0,3.0,924.0,135.0,14.0,48.0,382.0,61.0,72.0,283.0
42.37069391500001,8.895693688900003,true,62.0,38.0,207.0,5042.0,163.0,-19.0,182.0,52.0,128.0,139.0,-1.0,1027.0,144.0,18.0,43.0,403.0,78.0,90.0,314.0
42.42902724810001,8.895693688900003,true,92.0,36.0,200.0,5076.0,192.0,10.0,182.0,49.0,158.0,168.0,28.0,946.0,133.0,17.0,42.0,369.0,73.0,89.0,283.0
42.46236058130001,8.895693688900003,true,85.0,35.0,196.0,5063.0,185.0,4.0,180.0,74.0,151.0,162.0,22.0,1003.0,142.0,17.0,42.0,392.0,78.0,89.0,304.0
42.51236058110001,8.895693688900003,true,121.0,34.0,189.0,5107.0,220.0,40.0,180.0,110.0,187.0,198.0,57.0,919.0,132.0,16.0,42.0,360.0,74.0,86.0,284.0
42.070693916200014,8.904027022200003,true,116.0,43.0,226.0,5151.0,223.0,32.0,191.0,73.0,184.0,194.0,52.0,1032.0,149.0,17.0,48.0,431.0,67.0,79.0,330.0
42.10402724940001,8.904027022200003,true,154.0,43.0,223.0,5208.0,261.0,69.0,192.0,142.0,222.0,233.0,89.0,760.0,111.0,14.0,46.0,313.0,55.0,62.0,228.0
42.14569391590001,8.904027022200003,true,90.0,42.0,224.0,5106.0,195.0,6.0,189.0,47.0,157.0,168.0,27.0,1196.0,176.0,19.0,49.0,496.0,77.0,89.0,377.0
